"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2018","12","1","Bad Paper: Chasing Debt from Wall Street to the Underworld","Jake Halpern","Business, Finance, Nonfiction, True Crime","Macmillan Publishers","2014"
"Physical","Horizon","BOOK","2018","12","5","A matter of honor / Jeffrey Archer.","Archer, Jeffrey, 1940-","Icons Russia Federation Fiction, Legacies Fiction, Thrillers Fiction, Action and adventure fiction","St. Martin's Paperbacks,","2005, ©1986."
"Physical","Horizon","BOOK","2018","12","1","Moosewood Restaurant simple suppers : fresh ideas for the weeknight table / the Moosewood Collective ; photography, Jim Scherer.",,"Moosewood Restaurant, Suppers, Vegetarian cooking, Quick and easy cooking","Clarkson Potter/Publishers,","2005."
"Digital","OverDrive","EBOOK","2018","12","13","High Performance Habits","Brendon Burchard","Business, Economics, Nonfiction, Self-Improvement","Random House, Inc.","2017"
"Digital","OverDrive","EBOOK","2018","12","1","Pizza for Sam","Mary Labatt","Beginning Reader, Juvenile Fiction, Picture Book Fiction","Kids Can Press Ltd.","2012"
"Digital","OverDrive","EBOOK","2018","12","1","The Valcourt Heiress: Medieval Song Series, Book 7","Catherine Coulter","Fiction, Historical Fiction, Romance","Penguin Group (USA), Inc.","2010"
"Physical","Horizon","BOOK","2018","12","1","The names / Don DeLillo.","DeLillo, Don","Americans Greece Athens Fiction","Vintage Books,","1989."
"Physical","Horizon","BOOK","2018","12","1","Killer crust / Chris Cavender.","Cavender, Chris","North Carolina Fiction, Mystery fiction","Kensington ,","[2013]"
"Physical","Horizon","SOUNDDISC","2018","12","1","More multicultural children's songs from Ella Jenkins.","Jenkins, Ella","Childrens songs Juvenile sound recordings, Folk songs Juvenile sound recordings, Songs","Smithsonian Folkways Recordings,","[2014]"
"Digital","OverDrive","AUDIOBOOK","2018","12","2","The Rise of Athens: The Story of the World's Greatest Civilization (unabridged) (Unabridged)","Anthony Everitt","History, Nonfiction, Politics","HighBridge Company","2017"
"Digital","OverDrive","AUDIOBOOK","2018","12","3","Into the Mist: Falcon Mercenary Group Series, Book 1 (unabridged) (Unabridged)","Maya Banks","Fiction, Romance","Blackstone Audio, Inc.","2013"
"Physical","Horizon","BOOK","2018","12","1","The tide : the science and stories behind the greatest force on earth / Hugh Aldersey-Williams.","Aldersey-Williams, Hugh","Tides","W.W. Norton & Company,","[2016]"
"Physical","Horizon","VIDEODISC","2018","12","3","Saturday night live. SNL in the '80s: lost and found / NBC Studios, Inc. ; produced, written & directed by Kenneth Bowser.",,"Stand up comedy, Comedy sketches, Documentary films, Video recordings for the hearing impaired","Universal Studios Home Entertainment : Distributed by Broadway Video Enterprises,","2008."
"Physical","Horizon","BOOK","2018","12","2","The water dragon's bride. 3 / story & art by Rei Toma ; [English translation & adaptation, Abby Lehrke].","Tōma, Rei","Dragons Comic books strips etc, Gods Comic books strips etc, Survival Comic books strips etc, Fantasy comics, Graphic novels, Comics Graphic works","Viz Media, LLC,","[2017]"
"Digital","OverDrive","AUDIOBOOK","2018","12","1","The Mystery on Blizzard Mountain: The Boxcar Children Series, Book 86 (unabridged) (Unabridged)","Gertrude Chandler Warner","Juvenile Fiction, Mystery","Oasis Audio, LLC","2013"
"Digital","OverDrive","EBOOK","2018","12","1","The Biographer's Tale","A. S. Byatt","Fiction, Literature, Mystery","Random House, Inc.","2009"
"Physical","Horizon","BOOK","2018","12","2","MacBook for dummies / by Mark Chambers.","Chambers, Mark L.","Mac OS, MacBook Computer, Laptop computers, Operating systems Computers","John Wiley & Sons, Inc.,","2016."
"Physical","Horizon","BOOK","2018","12","1","Heart of the raincoast : a life story / Alexandra Morton & Billy Proctor.","Morton, Alexandra, 1957-","Proctor Billy 1934, Pacific Coast B C Biography, Fishers British Columbia Pacific Coast Biography, Pacific Coast B C Description and travel","TouchWood Editions,","2016."
"Digital","OverDrive","EBOOK","2018","12","2","Bella Poldark: Poldark Series, Book 12","Winston Graham","Fiction, Literature","Pan Macmillan","2017"
"Physical","Horizon","BOOK","2018","12","3","Simplifying design and color for artists : positive results using negative painting techniques / Linda Kemp.","Kemp, Linda, 1956-","Painting Technique","North Light Books,","[2013]"
"Digital","OverDrive","EBOOK","2018","12","2","Masters of Mankind: Essays and Lectures, 1969-2013","Noam Chomsky","Nonfiction, Politics","Lightning Source Inc","2017"
"Physical","Horizon","BOOK","2018","12","2","Waiting for the punch : words to live by from the WTF podcast / Marc Maron and Brendan McDonald ; [foreword by John Oliver].","Maron, Marc","Conduct of life Humor, Comedians United States Interviews, Stand up comedy, American wit and humor, Podcasts","Flatiron Books,","c2017."
"Physical","Horizon","VIDEODISC","2018","12","2","Newhart. The complete fifth season / MTM Enterprises.",,"Hotels Drama, Spouses Drama, Neighbors Drama, Eccentrics and eccentricities Drama, Interpersonal relations Drama, Vermont Drama, Television comedies, Fiction television programs, Television series, Video recordings for the hearing impaired","Shout Factory,","[2014]"
"Digital","OverDrive","EBOOK","2018","12","2","The Depths of Solitude: Brodie Farrell Mystery Series, Book 4","Jo Bannister","Fiction, Mystery","Macmillan Publishers","2013"
"Physical","Horizon","VIDEODISC","2018","12","34","The Durrells in Corfu. The complete first season / BBC ; a Sid Gentle Films/Masterpiece co-production for ITV ; producer, Christopher Hall ; written by Simon Nye ; directed by Steve Barron and Roger Goldby.",,"Durrell Gerald 1925 1995 Drama, Dorrell family Drama, Zoologists Drama, Corfu Island Greece Drama, Television series, Fiction television programs, Historical television programs, Video recordings for the hearing impaired","PBS,","[2016]"
"Digital","OverDrive","EBOOK","2018","12","4","The Perfect Rake: Merridew Sisters Series, Book 1","Anne Gracie","Fiction, Romance","Penguin Group (USA), Inc.","2009"
"Digital","OverDrive","AUDIOBOOK","2018","12","7","Great at Work: How Top Performers Do Less, Work Better, and Achieve More (unabridged) (Unabridged)","Morten Hansen","Business, Economics, Nonfiction","Simon & Schuster - Audiobooks","2018"
"Physical","Horizon","BOOK","2018","12","1","Retire secure! : a guide to getting the most out of what you've got / James Lange.","Lange, James, 1956-","Individual retirement accounts Law and legislation United States, Pension trusts United States, Tax planning Law and legislation United States","James Lange,","[2015]"
"Physical","Horizon","SOUNDDISC","2018","12","1","40 English songs for kids.",,"Childrens songs Juvenile sound recordings, Songs","EvoKids,","[2011]"
"Physical","Horizon","BOOK","2018","12","1","Big sky mountain / Linda Lael Miller.","Miller, Linda Lael","Large type books, Ranch life Montana Fiction, Ranchers Montana Fiction, Divorced women Fiction, Man woman relationships Fiction, Montana Fiction, Love stories, Western stories","Center Point Pub.,","2012."
"Physical","Horizon","BOOK","2018","12","3","Last laughs : animal epitaphs / J. Patrick Lewis and Jane Yolen ; illustrated by Jeffrey Stewart Timmins.","Lewis, J. Patrick","Animals Juvenile humor, Animals Juvenile poetry","Charlesbridge,","[2012]"
"Digital","OverDrive","EBOOK","2018","12","1","The Secret Power of Speaking God's Word","BMC Advertising","Nonfiction, Religion & Spirituality","Hachette Digital, Inc.","2011"
"Digital","OverDrive","EBOOK","2018","12","1","Pros and Cons: Fox and O'Hare Series, Book 0.5","Janet Evanovich","Fiction, Mystery, Romance, Suspense","Random House, Inc.","2013"
"Physical","Horizon","BOOK","2018","12","10","Johnny Boo. Twinkle power / [by James Kochalka].","Kochalka, James","Boo Johnny Fictitious character Comic books strips etc, Ghosts Comic books strips etc, Pets Comic books strips etc, Cartoons and comics, Graphic novels","Top Shelf Productions,","2008."
"Physical","Horizon","BOOK","2018","12","2","Little blue chair / words by Cary Fagan ; pictures by Madeline Kloepper.","Fagan, Cary","Chairs Juvenile fiction, Boys Juvenile fiction, Voyages and travels Juvenile fiction","Tundra Books,","[2017]"
"Physical","Horizon","BOOK","2018","12","1","The other Custers : Tom, Boston, Nevin, and Maggie in the shadow of George Armstrong Custer / Bill Yenne ; with a foreword by George Armstrong Custer IV.","Yenne, Bill, 1949-","Custer George A George Armstrong 1839 1876 Family, Custer Thomas Ward 1845 1876, Custer Boston 1848 1876, Custer Nevin Johnson 1842, Calhoun Margaret Custer 1852, Custer family, Biographies","Skyhorse Publishing,","[2018]"
"Digital","OverDrive","EBOOK","2018","12","2","The Hundred Secret Senses: A Novel","Amy Tan","Fiction, Literature","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2018","12","4","What this story needs is a munch and a crunch / by Emma J. Virján.","Virján, Emma J.","Picnics Juvenile fiction, Animals Juvenile fiction, Humorous stories, Stories in rhyme","Harper, an imprint of HarperCollinsPublishers,","[2016]"
"Physical","Horizon","SOUNDDISC","2018","12","2","It doesn't have to make sense / Ingrid Michaelson.","Michaelson, Ingrid","Popular music 2011 2020, Rock music 2011 2020, Popular music, Rock music","Cabin 24 Records,","[2016]"
"Physical","Horizon","VIDEODISC","2018","12","1","Bilingual Baby language video. Volume 4, Italian / Small Fry Productions ; producer/director, Marcia McNeely Grimsley.",,"Italian language Study and teaching Juvenile films, Childrens films, Educational films, Nonfiction films, Instructional films","Small Fry Productions,","[2013]"
"Physical","Horizon","BOOK","2018","12","1","The Benedict option : a strategy for Christians in a post-Christian nation / Rod Dreher.","Dreher, Rod","Benedict Saint Abbot of Monte Cassino Regula, Benedictines Rules, Christianity and culture United States, Christian life Early works to 1800, Monasticism and religious orders Rules","Sentinel,","[2017]"
"Physical","Horizon","BOOK","2018","12","1","Family tree : a novel / Susan Wiggs.","Wiggs, Susan","Homecoming Fiction, Family secrets Fiction, Life change events Fiction, Man woman relationships Fiction, Families Fiction, Vermont Fiction","William Morrow, an imprint of HarperCollinsPublishers,","[2016]"
"Physical","Horizon","SOUNDDISC","2018","12","2","Vanished / Joseph Finder.","Finder, Joseph","Security consultants Fiction, Missing persons Fiction, International business enterprises Fiction, Corporate culture Fiction, Thrillers Fiction","Macmillan Audio,","[2009]"
"Physical","Horizon","BOOK","2018","12","2","One piece. [Vol.] 10, ""OK, let's stand up!"" / story and art by Eiichiro Oda ; English adaptation, Lance Caselman ; translation, Naoko Amemiya ; touch-up art & lettering, Mark McMurray ; additional touch-up, Josh Simpson.","Oda, Eiichirō, 1975-","Pirates Comic books strips etc, Treasure troves Comic books strips etc, Graphic novels, Comic books strips etc","Viz Media,","2006."
"Physical","Horizon","BOOK","2018","12","1","One year in America / Elisabeth Belliveau.","Belliveau, Elisabeth, 1979-","Witt Katarina 1965 Comic books strips etc, Artists Canada Comic books strips etc, Skaters Comic books strips etc, Graphic novels","Conundrum Press,","[2014]"
"Physical","Horizon","BOOK","2018","12","1","An inner silence : the portraits of Henri Cartier-Bresson / foreword by Agnès Sire ; introduction by Jean-Luc Nancy.","Cartier-Bresson, Henri, 1908-2004","Cartier Bresson Henri 1908 2004 Exhibitions, Portrait photography Exhibitions","Thames & Hudson,","2006."
"Physical","Horizon","BOOK","2018","12","1","Wáchale! : poetry and prose on growing up Latino in America / edited by Ilan Stavans.",,"Childrens literature American Hispanic American authors Juvenile fiction, Childrens literature Latin American Juvenile fiction, Hispanic Americans Literary collections Juvenile fiction, Hispanic Americans Juvenile literature, American literature Hispanic American authors Juvenile fiction, Spanish language materials Bilingual","Cricket Books,","[2001]"
"Physical","Horizon","BOOK","2018","12","1","The only thing to fear / Caroline Tung Richmond.","Richmond, Caroline Tung","Nazis Juvenile fiction, Revolutionaries Juvenile fiction, Political persecution Juvenile fiction, Eugenics Juvenile fiction, Shenandoah Va Juvenile fiction","Scholastic Press,","2014."
"Physical","Horizon","VIDEODISC","2018","12","14","The secret world of Arrietty / Gkids ; Studio Ghibli, Nippon Television Network, Dentsu Hakuhodo, Walt Disney Japan, Mitsubishi, Toho and Wild Bunch ; planning & screenplay by Hayao Miyazaki ; produced by Toshio Suzuki ; directed by Hiromasa Yonebayashi.",,"Borrowers Fictitious characters Juvenile drama, Secrecy Juvenile drama, Friendship Juvenile drama, Feature films, Childrens films, Fantasy films, Animated films, Motion pictures Japanese, Video recordings for the hearing impaired","Shout! Factory,","[2017]."
"Physical","Horizon","SOUNDDISC","2018","12","1","La misma gran señora / Jenni Rivera.","Rivera, Jenni","Popular music 2011 2020, Popular music Mexico 2011 2020, Songs Spanish Mexico","Fonovisa,","[2012]"
"Digital","OverDrive","EBOOK","2018","12","2","Mud, Sweat, and Tears: The Autobiography","Bear Grylls","Biography & Autobiography, Nonfiction","HarperCollins Publishers Inc.","2012"
"Physical","Horizon","VIDEODISC","2018","12","1","Anastasia / 20th Century Fox ; screenplay by Arthur Laurents ; produced by Buddy Adler ; directed by Anatole Litvak.",,"Anastasiia Nikolaevna Grand Duchess daughter of Nicholas II Emperor of Russia 1901 1918 Drama, False personation Drama, Grandparent and child Drama, Feature films, Historical films, Video recordings for the hearing impaired, Fiction films","Twentieth Century Fox Home Entertainment,","2003."
"Physical","Horizon","BOOK","2018","12","1","The devil's eye / Jack McDevitt.","McDevitt, Jack","Benedict Alex Fictitious character Fiction, Antique dealers Fiction, Life on other planets Fiction, Science fiction","Ace Books,","2008."
"Physical","Horizon","VIDEODISC","2018","12","2","Inspector Lewis. Series 5 / ITV Studios ; a co-production for Masterpiece ; produced by Chris Burt ; screenplay by Russell Lewis ... [and others] ; directed by Nicholas Renton .. [and others].",,"Lewis Robert Fictitious character Drama, Murder Investigation England Oxford Drama, Criminal investigation England Drama, Oxford England Drama, Detective and mystery television programs, Fiction television programs, Television series, Video recordings for the hearing impaired","Distributed by PBS Distribution,","[2012]"
"Physical","Horizon","BOOK","2018","12","1","Only child / Rhiannon Navin.","Navin, Rhiannon, 1978-","Loss Psychology Fiction, School shootings Fiction, Grief Fiction, Psychological fiction","Alfred A. Knopf,","2018."
"Digital","OverDrive","EBOOK","2018","12","1","Runner: Jane Whitefield Series, Book 6","Thomas Perry","Fiction, Suspense, Thriller","Houghton Mifflin Harcourt Trade and Reference","2012"
"Physical","Horizon","BOOK","2018","12","5","The rough guide to Switzerland / this fifth edition updated by Andrew Beatie, Alice Park and Rich Woodruff, based on original text by Matthew Teller.","Beatie, Andrew,","Switzerland Guidebooks","Rough Guides,","2017."
"Digital","OverDrive","EBOOK","2018","12","3","Hestia the Invisible: Goddess Girls Series, Book 18","Joan Holub","Juvenile Fiction, Juvenile Literature, Mythology","Simon & Schuster, Inc.","2015"
"Physical","Horizon","VIDEODISC","2018","12","2","Terminator: the Sarah Connor chronicles. The complete first season / Bartleby Company ; C2 Pictures; Warner Bros. Television ; developed for television by Josh Friedman.",,"Mothers and sons Drama, Cyborgs Drama, Attempted murder Drama, Time travel Drama, Science fiction television programs, Television series, Fiction television programs, Video recordings for the hearing impaired","Warner Bros. Entertainment : Distributed by Warner Home Video,","[2008]"
"Digital","OverDrive","EBOOK","2018","12","3","The High King's Tomb: Green Rider Series, Book 3","Kristen Britain","Fantasy, Fiction","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","AUDIOBOOK","2018","12","1","Ya-Yas in Bloom: Ya-Yas Series, Book 3 (unabridged) (Unabridged)","Rebecca Wells","Fiction, Literature","HarperCollins Publishers Inc.","2013"
"Digital","OverDrive","EBOOK","2018","12","1","CliffsQuickReview Trigonometry","David A. Kay","Nonfiction, Study Aids & Workbooks","John Wiley & Sons, Inc.","2010"
"Physical","Horizon","BOOK","2018","12","1","Routledge philosophy guidebook to Aristotle on ethics / Gerald J. Hughes.","Hughes, Gerard J.","Aristotle Nicomachean ethics","Routledge,","2001."
"Physical","Horizon","BOOK","2018","12","1","Wild and free : a hope-filled anthem for the woman who feels she is both too much and never enough / Jess Connolly and Hayley Morgan.","Connolly, Jess","Christian women Religious life","Zondervan,","[2016]"
"Physical","Horizon","VIDEODISC","2018","12","3","No strings attached / Paramount Pictures ; The Montecito Picture Company ; Cold Spring Pictures ; Spyglass Entertainment ; a Handsomecharlie Films, Katalyst Films production ; directed by Ivan Reitman ; screenplay by Elizabeth Meriwether ; story by Mike Samonek and Elizabeth Meriwether ; produced by Ivan Reitman, Joe Medjuck, Jeffrey Clifford.",,"Man woman relationships Drama, Best friends Drama, Romantic comedy films, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Paramount Pictures ; distributed by Warner Home Video,","2011."
"Physical","Horizon","SOUNDDISC","2018","12","4","Dixie chicken / Little Feat.","Little Feat (Musical group)","Rock music 1971 1980, Rock music","Warner Bros.,","[1987?]"
"Physical","Horizon","VIDEODISC","2018","12","1","Love's long journey / Hallmark Entertainment ; an Alpine Medien Production in association with Larry Levinson Productions ; produced by Brian J. Gordon, Erik Olson ; teleplay by Douglas Lloyd McIntosh, Michael Landon, Jr. & Cindy Kelley ; directed by Michael Landon, Jr.",,"Frontier and pioneer life Drama, Women pioneers Drama, Made for TV movies, Western television programs, Fiction television programs, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,","[2006]"
"Digital","OverDrive","AUDIOBOOK","2018","12","9","The Finnish Way: Finding Courage, Wellness, and Happiness Through the Power of Sisu (unabridged) (Unabridged)","Katja Pantzar","Health & Fitness, Nonfiction, Self-Improvement","Books on Tape","2018"
"Digital","OverDrive","EBOOK","2018","12","2","Blind Justice: William Monk Mystery Series, Book 19","Anne Perry","Fiction, Historical Fiction, Mystery","Random House, Inc.","2013"
"Digital","OverDrive","EBOOK","2018","12","4","Tell Tale: Stories","Jeffrey Archer","Fiction, Short Stories, Suspense, Thriller","Macmillan Publishers","2017"
"Digital","OverDrive","EBOOK","2018","12","1","Ernesto","Umberto Saba","Fiction, Literature","Random House, Inc.","2017"
"Physical","Horizon","BOOK","2018","12","3","Megahex / Simon Hanselmann.","Hanselmann, Simon","Witches Comic books strips etc, Women drug addicts Comic books strips etc, Interpersonal relations Comic books strips etc, Comic books strips etc United States, Comic books strips etc","Fantagraphics Books,","[2014]"
"Physical","Horizon","BOOK","2018","12","3","Oops, pounce, quick, run! : an alphabet caper / Mike Twohy.","Twohy, Mike","Mice Juvenile fiction, Dogs Juvenile fiction, Alphabet books, Humorous stories","Balzer + Bray, an imprint of HarperCollins Publishers,","[2016]"
"Digital","OverDrive","EBOOK","2018","12","3","Shikasta: Re, Colonised Planet 5: Canopus in Argos: Archives Series, Book 1","Doris Lessing","Fiction, Science Fiction","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2018","12","2","Good night, Mr. Tom / Michelle Magorian.","Magorian, Michelle","World War 1939 1945 England Juvenile fiction, Country life Juvenile fiction, Child abuse Juvenile fiction, England Juvenile fiction","HarperTrophy,","1986."
"Digital","OverDrive","EBOOK","2018","12","4","Nightfall","Shannon Messenger","Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.","2017"
"Digital","OverDrive","EBOOK","2018","12","1","Split the Aces","Jove Belle","Erotic Literature, Fiction, Literature, Romance","Bold Strokes Books, Inc.","2014"
"Digital","OverDrive","EBOOK","2018","12","1","Madness in Solidar: Imager Portfolio Series, Book 9","L. E. Modesitt, Jr.","Fantasy, Fiction","Macmillan Publishers","2015"
"Physical","Horizon","BOOK","2018","12","5","The date / Louise Jensen.","Jensen, Louise,","Amnesia Fiction, Psychological fiction, Thrillers Fiction","Bookouture,","2018."
"Physical","Horizon","BOOK","2018","12","13","Crash, splash, or moo! / Bob Shea.","Shea, Bob","Humorous stories, Guessing games Juvenile fiction, Animals Juvenile fiction","Little, Brown and Company,","2018."
"Digital","OverDrive","AUDIOBOOK","2018","12","3","Flâneuse: Women Walk the City in Paris, New York, Tokyo, Venice, and London (unabridged) (Unabridged)","Lauren Elkin","History, Nonfiction, Sociology, Women's Studies","Tantor Media, Inc","2017"
"Physical","Horizon","BOOK","2018","12","1","Steeped : recipes infused with tea / Annelies Zijderveld ; photographs by Stephanie Shih.","Zijderveld, Annelies","Cooking Tea, Tea, Cookbooks","Andrews McMeel Publishing,","[2015]"
"Digital","OverDrive","EBOOK","2018","12","2","One Sweet Ride: Play By Play Series, Book 6","Jaci Burton","Erotic Literature, Fiction, Romance","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","VIDEODISC","2018","12","1","Sharon Isbin : troubadour / produced in association with the Center for Independent Documentary and the Augustine Foundation ; producer, Susan Dangel ; producer/editor, Dick Bartlett.",,"Isbin Sharon, Guitarists United States Biography, Guitar teachers United States Biography, Guitar music Arranged, Suites Violin and guitar Excerpts Arranged, Guitar music Guitars 2 Arranged, Documentary television programs, Biographical television programs, Televised performances","VAI, Video Artists International,","[2015]"
"Digital","OverDrive","EBOOK","2018","12","1","Romeo and Juliet","William Shakespeare","Fiction, Literature","ePenguin","2011"
"Digital","OverDrive","EBOOK","2018","12","1","Petite Anglaise: A True Story: In Paris. In Love. In Trouble.","Catherine Sanderson","Biography & Autobiography, Nonfiction, Sociology, Travel","Random House, Inc.","2008"
"Physical","Horizon","BOOK","2018","12","1","Photography : a cultural history / Mary Warner Marien.","Marien, Mary Warner","Photography History","Harry N. Abrams,","2002."
"Physical","Horizon","MUSIC","2018","12","1","Streichquartette Nr. 5-8, op. 92/101/108/110 / Dmitri Schostakowitsch = String quartets no. 5-8 / Dmitri Shostakovich.","Shostakovich, Dmitriĭ Dmitrievich, 1906-1975","String quartets Scores","H. Sikorski ; G. Schirmer,","[between 2000-2009?]"
"Physical","Horizon","SOUNDDISC","2018","12","1","The restaurant at the end of the universe / Douglas Adams.","Adams, Douglas, 1952-2001","Dent Arthur Fictitious character Fiction, Prefect Ford Fiction, Interplanetary voyages Fiction, Restaurants Fiction, Humorous fiction, Science fiction, Audiobooks","Books on Tape,","[2006]"
"Physical","Horizon","BOOK","2018","12","1","The book of Mormon : the testament of a Broadway musical / book, music and lyrics by Trey Parker, Robert Lopez & Matt Stone ; text, new interviews, and annotations by Steven Suskin ; principal photography by Joan Marcus ; design by BLT Communications.","Parker, Trey, 1969-","Musicals Librettos, Mormons Drama","Newmarket Press,","[2012]"
"Physical","Horizon","BOOK","2018","12","1","A bride's story. 8 / Kaoru Mori ; [translation, William Flanagan ; lettering, Abigail Blackman.].","Mori, Kaoru, 1978-","Mate selection Comic books strips etc, Comic books strips etc Japan Translations into English, Asia Social life and customs 19th century Comic books strips etc, Graphic novels, Comics Graphic works","Yen Press,","2016."
"Digital","OverDrive","EBOOK","2018","12","1","Tiger: A Dark Eyes Novel","William Richter","Suspense, Young Adult Fiction, Young Adult Literature","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","AUDIOBOOK","2018","12","1","The Keys to Higher Awareness (Unabridged)","Dr. Wayne W. Dyer","Nonfiction, Self-Improvement","Hay House","2006"
"Digital","OverDrive","EBOOK","2018","12","3","Sun and Moon, Ice and Snow","Jessica Day George","Fantasy, Young Adult Fiction","Bloomsbury USA","2011"
"Physical","Horizon","SOUNDDISC","2018","12","4","Kid's African party.",,"Childrens songs Africa Juvenile sound recordings, Childrens songs Juvenile sound recordings, Songs, Childrens sound recordings","Putumayo Kids,","[2018]"
"Physical","Horizon","BOOK","2018","12","1","Fairy Tail. 44 / Hiro Mashima.","Mashima, Hiro, 1977-","Wizards Comic books strips etc, Magic Comic books strips etc, Guilds Comic books strips etc, Comic books strips etc Japan Translations into English, Graphic novels, Comic books strips etc","Kodansha Comics,","[2014]"
"Physical","Horizon","BOOK","2018","12","2","Take shelter : at home around the world / Nikki Tate & Dani Tate-Stratton.","Tate, Nikki, 1962-","Dwellings Juvenile literature, Architecture Domestic Juvenile literature","Orca Book Publishers,","2014."
"Physical","Horizon","BOOK","2018","12","4","Peppa Pig. George's new dinosaur.",,"Peppa Pig Fictitious character Juvenile fiction, Swine Juvenile fiction, Dinosaurs Juvenile fiction, Toys Juvenile fiction, Picture books","Scholastic Inc.,","[2017]"
"Physical","Horizon","BOOK","2018","12","5","In the tall, tall grass / Denise Fleming.","Fleming, Denise, 1950-","Animals Fiction, Stories in rhyme Juvenile fiction","H. Holt,","[1991]"
"Physical","Horizon","VIDEODISC","2018","12","1","Quill = Kuīru = Quill : the life of a guide dog / teikyō, Shōchiku ... [and others] ; seisaku, Hisamatsu Kakeo ; kyakuhon, Maruyama Shōichi, Nakamura Yoshihiro ; kantoku, Sai Yōichi.",,"Labrador retriever Drama, Guide dogs Drama, Blind Drama, Feature films, Fiction films, Animal films, Motion pictures Japanese","Music Box Films,","[2012]"
"Digital","OverDrive","EBOOK","2018","12","14","The Mothers: A Novel","Brit Bennett","Fiction, Literature","Penguin Group (USA), Inc.","2016"
"Digital","OverDrive","EBOOK","2018","12","1","The Rough Guide to Greece","Rough Guides","Nonfiction, Travel","DK Publishing & Rough Guides","2011"
"Physical","Horizon","SOUNDDISC","2018","12","1","Legends of St. Nicholas : medieval chant and polyphony / Anonymous 4.","Anonymous 4 (Musical group)","Nicholas Saint Bishop of Myra Songs and music, Gregorian chants, Motets, Conductus, Sacred vocal quartets Unaccompanied, Sacred vocal music 500 1400","Harmonia Mundi USA,","[1999]"
"Physical","Horizon","SOUNDDISC","2018","12","2","Open season : remixes and collabs / Feist.","Feist","Popular music 2001 2010, Remixes","Cherrytree/Interscope Records,","[2006]"
"Physical","Horizon","BOOK","2018","12","1","A spy for all seasons : my life in the CIA / Duane R. Clarridge with Digby Diehl.","Clarridge, Duane R.","Clarridge Duane R, United States Central Intelligence Agency, Spies United States Biography","Scribner,","[1997]"
"Digital","OverDrive","EBOOK","2018","12","4","Olympus Bound: Olympus Bound Series, Book 3","Jordanna Max Brodsky","Fantasy, Fiction, Mythology, Thriller","Hachette Digital, Inc.","2018"
"Physical","Horizon","BOOK","2018","12","1","The Final Four : the pursuit of college basketball glory / Matt Doeden.","Doeden, Matt","NCAA Basketball Tournament History Juvenile literature","Millbrook Press,","[2016]"
"Digital","OverDrive","EBOOK","2018","12","1","As You Desire: A Loveswept Classic Romance","Connie Brockway","Fiction, Historical Fiction, Romance","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2018","12","4","In defense of troublemakers : the power of dissent in life and business / Charlan Nemeth.","Nemeth, Charlan.","Dissenters, Social psychology, Thought and thinking, Creative thinking, Social influence","Basic Books,","2018."
"Digital","OverDrive","EBOOK","2018","12","2","Cambodia's Curse: The Modern History of a Troubled Land","Joel Brinkley","History, Nonfiction, Psychology, Sociology","Hachette Digital, Inc.","2011"
"Physical","Horizon","BOOK","2018","12","1","The Frank Lloyd Wright companion / William Allin Storrer.","Storrer, William Allin","Wright Frank Lloyd 1867 1959, Wright Frank Lloyd 1867 1959 Criticism and interpretation","University of Chicago Press,","[1993]"
"Physical","Horizon","BOOK","2018","12","2","The hiding place / Corrie ten Boom with Elizabeth and John Sherrill ; [foreword by Joni Eareckson Tada].","Ten Boom, Corrie","Ten Boom Corrie, Ravensbrck Concentration camp, World War 1939 1945 Concentration camps Germany Ravensbrck, World War 1939 1945 Underground movements Netherlands, World War 1939 1945 Personal narratives Dutch, Netherlands History German occupation 1940 1945","Chosen Books,","[2006]"
"Digital","OverDrive","AUDIOBOOK","2018","12","2","Gifted Hands: The Ben Carson Story (unabridged) (Unabridged)","Ben Carson, M.D.","Biography & Autobiography, Medical, Nonfiction","Zondervan","2011"
"Physical","Horizon","BOOK","2018","12","1","Flies / by Sophie Lockwood.","Lockwood, Sophie","Flies Juvenile literature","Child's World,","[2008]"
"Digital","OverDrive","EBOOK","2018","12","2","Life, on the Line: A Chef's Story of Chasing Greatness, Facing Death, and Redefining the Way We Eat","Grant Achatz","Biography & Autobiography, Nonfiction","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","VIDEODISC","2018","12","1","MY FAIRY TAIL LOVE STORY (DVD) [videorecording].",,"Foreign, Feature films, Drama","Regal Entertainment,","2018."
"Digital","OverDrive","EBOOK","2018","12","7","Willpower: Rediscovering the Greatest Human Strength","Roy F. Baumeister","Nonfiction, Psychology","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","EBOOK","2018","12","2","The Great Train Robbery","Michael Crichton","Fiction, Historical Fiction, Suspense, Thriller","Random House, Inc.","2012"
